id,institution,degree,degree_type
2194,"High School Affiliated to Renmin University of China",,
2372,"High School Affiliated to Renmin University of China","2008 - 2014","2008 - 2014"
4661,"High school attached to Jilin University","High School","High School"
977,"High School for Construction Trades, Engineering and Architecture","Honors Advanced High School Diploma","CTE Engineering Program"
2763,"High School for Math, Science, and Engineering at CCNY","2010 - 2014","2010 - 2014"
5884,"High School of American Studies @ Lehman College","Advanced Regents Diploma with Honors","Advanced Regents Diploma with Honors"
515,"High School of Computers and Technology","2014 - 2018","2014 - 2018"
5338,"High School of Computers And Technology","High School Diploma","High School Diploma"
1371,"High Technology High School","2005 - 2009","2005 - 2009"
3547,"Higher Chemical College of the Russian Academy of Sciences",BS/MS,Chemistry
5686,"Higher Institute of Information Technology","Bachelor of Science","Computer Science"
3407,"Highlands Ranch High School","High School Diploma","High School Diploma"
1680,"Highline College","Associate of Science - AS","Computer Science"
1682,"Highline High School","High School","High School"
4767,"Hillsborough High School","High School Diploma","High School Diploma"
3018,"Hingham High School","1982 - 1986","1982 - 1986"
3926,"Hitachi Data Systems",Certificate,"eNAS implementation"
3924,"Hitachi Data Systems",Certificate,HiCommand
3925,"Hitachi Data Systems",Certificate,HSSM
3920,"Hitachi Data Systems",Certificate,"Replication Fundamentals"
5757,"HKUST Business School","Competitive Strategy","Competitive Strategy"
5585,"HM Consulting","Diploma program","Project Management"
339,"Hobart and William Smith Colleges","Bachelor of Arts - BA",Economics
338,"Hobart and William Smith Colleges","Bachelor of Science - BS","Computer Science"
669,"Hobart and William Smith Colleges","Bachelor's of Science","Mathematics and Computer Science"
4741,"Hochschule für Technik Stuttgart","Research Exchange(with Scholarship)","Data Science"
3763,"Hochschule für Technik und Wirtschaft Berlin","Master’s Degree","Computer Science"
1480,"Hofstra University",N/A,"Business Administration"
1335,"Holberton School",Current,"Software Engineering (Full Stack)"
657,"Holberton School","Full-Software Engineer","Machine Learning"
3190,"Holland Christian High School","2009 - 2013","2009 - 2013"
6297,"Holmdel High School","2000 - 2004","2000 - 2004"
1005,"Holmdel Highschool","2009 - 2013","2009 - 2013"
1354,"Holy Apostles College and Seminary",Philosophy,Philosophy
4744,"Holy Child Senior Secondary School","High School","High School"
1913,"Holy Cross Convent School","2002 - 2010","2002 - 2010"
1894,"Holy Cross High School","Graduated with High Distinction (Top 10%)","Graduated with High Distinction (Top 10%)"
2903,"Hopkins School","High School","High School"
1020,"Horace Greeley High School","High School",General
310,"Horace Mann School",,
2351,"Horace Mann School","High School Diploma","High School Diploma"
2643,"Horace Mann School","High School/Secondary Diplomas and Certificates","High School/Secondary Diplomas and Certificates"
12,"Horace Mann School","Secondary School","Secondary School"
1709,"Horizon High Schools","2014 - 2017","2014 - 2017"
325,"Horizons School of Technology","Jun 2019 - Aug 2019","Jun 2019 - Aug 2019"
153,"Horizons School of Technology","Web Development","Web Development"
7022,"Houston Community College","Associate of Science (AS)","Engineering & Technology"
1379,"Howard University","Bachelor of Science - BS","Computer Science"
1938,"Howard University","Bachelor of Science - BS","Electrical and Electronics Engineering"
3862,"Howard University",Bachelor's,"System's & Computer Science"
2040,"Howard University",BSc,"Electrical Engineering"
3861,"Howard University",Master's,"System's & Computer Science"
3942,"Huangshi No. 2 Middle School","2001 - 2004","2001 - 2004"
3960,"Huazhong University of Science and Technology",,
1603,"Huazhong University of Science and Technology",B.S,"Computer Science"
2423,"Huazhong University of Science and Technology","Bachelor of Engineering","Information Security"
4629,"Huazhong University of Science and Technology","Bachelor of Engineering - BE","Computer Science"
1790,"Huazhong University of Science and Technology","Bachelor of Engineering - BE","Electrical and Electronics Engineering"
3660,"Huazhong University of Science and Technology","Bachelor of Science (B.S.)",Optoelectronics
5849,"Huazhong University of Science and Technology","Bachelor's degree","Computer Science"
2296,"Huazhong University of Science and Technology","Bachelor's Degree","Engineering Mechanics"
3629,"Huazhong University of Science and Technology","Bachelor’s Degree","Laser and Optical Engineering"
4026,"Huazhong University of Science and Technology",Bachelors,"Electrical & Computer Engineering"
3791,"Huazhong University of Science and Technology","Doctor of Philosophy (PhD)","Electrical and Electronics Engineering"
5029,"Huazhong University of Science and Technology",M.S,"Computer Science"
3659,"Huazhong University of Science and Technology","Master of Science - MS",Optoelectronics
3628,"Huazhong University of Science and Technology","Master’s Degree","Laser and Optical Engineering"
6172,"Hubei University of Technology","Bachelor of Engineering","Electronic and Information Engineering"
5141,"Hudson Institute of Medical & Information Technology","MCSE 2003 Track",Microsoft
879,"Hudson Valley Community College","Associate of Science (A.S.)","Computer Science"
3953,HUJI,PHD,"Computer Science"
3767,"Humboldt State University","Bachelor's degree",Chemistry
1886,"Hunter College",,
1937,"Hunter College","2008 - 2010","2008 - 2010"
216,"Hunter College","B.A. Mathematics","Computer Science"
1035,"Hunter College","Bachelor of Arts","Computer Science"
1113,"Hunter College","Bachelor of Arts (B.A.)","Communications and Media Studies"
214,"Hunter College","Bachelor of Arts (B.A.)","Computer Science"
981,"Hunter College","Bachelor of Arts (B.A.)","Environmental Science"
215,"Hunter College","Bachelor of Arts (B.A.)","Mathematics and Computer Science"
335,"Hunter College","Bachelor of Arts (B.A.)",Philosophy
436,"Hunter College","Bachelor of Arts (BA)","Emerging Media focus"
599,"Hunter College","Bachelor of Science - Accounting",Accounting
1208,"Hunter College","Bachelor of Science - BS","Computer Science"
516,"Hunter College","Bachelor of Science - BS","Minor in Computer Science and Mathematics"
331,"Hunter College","Bachelor's degree","Computer Science"
458,"Hunter College","Bachelor's degree","Computer Science (Minor in Creative Writing)"
1331,"Hunter College","Bachelor's degree",General
2579,"Hunter College","Bachelor’s Degree","Computer Science with minor in Physics and a minor in Mathematics"
830,"Hunter College","Bachelors of Arts",Economics
1172,"Hunter College","Computer Science","Computer Science"
1887,"Hunter College High School",,
375,"Hunter College High School","2006 - 2012","2006 - 2012"
2349,"Hunter College High School","High School Diploma","High School Diploma"
1859,"Hunterdon Central Regional High School","2006 - 2010","2006 - 2010"
882,"Huntington High School","Regents Degree","Honors/Regents High School/Secondary Diploma Program"
2623,"Huron High School","2009 - 2013","2009 - 2013"
3634,"Hwa Chong Institution","High School","High School"
1214,"I.S. 181, Bronx","1972 - 1975","1972 - 1975"
4017,"iACADEMY - Makati City","Bachelor of Science in Computer Science","with Specialization in Software Engineering"
4357,IASA,,
6817,IBM,Certification,"Rational Portfolio Management Software"
4212,"IBM Dealer Training Program","Service Support Certificate","IBM Pro Printer"
1054,"IBM Research Watson Yorktown Heights, NY. Computer Science Department",,
4171,"IBM Systems Science Institute, Los Angeles, CA, USA","Specialization Course","Database Modeling"
712,"Icahn School of Medicine at Mount Sinai","Master of Science - MS","Genetics and Data Science"
184,"Ideal English High School, Kalyan East","1995 - 2007","1995 - 2007"
2662,"Ideal School and College",,
4267,"Ideo U",Certificate,"Human-Centered Service Design"
6849,IDS,"• Object-Oriented Design and Analyst ","• Object-Oriented Design and Analyst "
6841,IDS,"• Scrum Master Certification Training ","• Scrum Master Certification Training "
2844,"IES Abroad","European Arts & Culture","European Arts & Culture"
2704,IFPB-CG,"High School Diploma","Tecnologia em Informática/Hardware"
5501,"IFRJ - Instituto Federal do Rio de Janeiro","Industrial Automation Technique","Industrial Automation"
1788,"IGIT, India","Bachelor of Technology","Computer Science"
6603,"Ignite Training, Dallas TX","2012 - 2012","2012 - 2012"
3503,"IIEST, Shibpur",B.E.,"Computer Science"
5399,"IIEST, Shibpur","Bachelor of Engineering","Information Technology Jul 2004"
1862,"IIIT Delhi","Bachelor of Technology - BTech","Computer Science"
2584,"IIIT Hyderabad","Bachelor of Technology (B.Tech.)","Computer Science"
3394,"Ikon Training Solutions Phoenix, AZ","Java/Active Server Pages","Internet Development"
6656,"Illinois Institute of Technology","Bachelor of Science","Mechanical & Aerospace Engineering"
3254,"Illinois Institute of Technology","Bachelor of Science - BS","Computer Science (Summa cum laude)"
7120,"Illinois Institute of Technology","Bachelor of Science (B.S.)","Computer Science"
1650,"Illinois Institute of Technology",Master,Finance
6655,"Illinois Institute of Technology","Master Degree","Computer Science & Applied Mathematics"
2684,"Illinois Institute of Technology","Master's degree","Computer Science"
7175,"Illinois Institute of Technology","Master's degree","Computer Software Engineering"
2225,"Illinois Institute of Technology","Master’s Degree","Computer Science"
4486,"Illinois Institute of Technology (Chicago, IL)",MS,"Computer Science"
2645,"Illinois Institute of Technology (IIT)","Master of Advanced Studies (MAS)","Electrical & Computer Engineering"
7011,"Illinois Mathematics and Science Academy","2011 - 2014","2011 - 2014"
2312,"Illinois Mathematics and Science Academy","High School","High School"
4941,"Illinois State University","Master's degree","Information Technology"
6098,"ILX Group","ITIL v3 Foundation (90% score)","IT Service Management"
5743,"Imperial College Business School","Master of Business Administration - MBA","Master of Business Administration - MBA"
1999,"Imperial College London","Master of Engineering (MEng)","Electrical and Electronic Engineering"
5037,"Imperial College London",MSc,"Bioinformatics and Systems Biology"
4687,"INACTIVE-1703030558-LIU Brooklyn","Bachelor's degree","Computer Science"
1485,"INACTIVE-1703030558-LIU Brooklyn","Nursing Studies","Nursing Studies"
6885,"iNCISIV - Project Management",Certification,"PMi Certification"
6778,"Independent Study-360DegreeDigitalUniversities4IndustriesPlatform",Doctorate-PhD,General
350,"Indian Hills High School","2004 - 2008","2004 - 2008"
4644,"Indian Institute of Engineering Science and Technology (IIEST), Shibpur","Bachelor of Engineering (B.E.)","Information Technology"
1210,"Indian Institute Of Information Technology",BTech,IT
5506,"Indian Institute of Management Bangalore","Master of Business Administration (MBA)",Finance
6861,"Indian Institute of Management Bangalore","Statistics For Business (Online)","Statistics For Business (Online)"
5517,"Indian Institute of Management Bangalore","Statistics For Business II",Analytics
