id,position,company
6313,Designing Technology for Social Impact (INFO4240) TA,Cornell University
6314,Graduate Researcher,Cornell University
6315,Undergraduate Researcher,Cornell University
6316,UX Research Intern,Canary (canary.is)
6317,Research Intern,StartEngine
6318,Software Engineering Intern,MicroLinks Technology Corp
6319,Grader,McGill University
6320,Application Development Intern,Nuance Communications
6321,Educational Media Intern,New York Medical College
6322,Data Science Intern,Elucidata Corporation
6323,Internship,ITI Data
6324,"Teaching Assistant, Human Computer Interaction",Cornell Computing and Information Science
6325,Product Design Intern,Enroute
6326,Software Developer Intern,Cornell Future of Learning Lab
6327,"Teaching Assistant, Introduction to CS in Python",Cornell Computing and Information Science
6328,Front-End Developer Intern,"Fussell Lab, Cornell University"
6329,Orientation Leader,Cornell University
6330,Camp Counselor,Mid-Island Y JCC
6331,Software Engineer Intern,Northwell Health
6332,Research Assistant,Duke University
6333,Undergraduate Teaching Assistant,Duke University
6334,Research Engineering Intern,DiDi
6335,Senior Software Engineer,Zocdoc
6336,Software Developer,Deutsche Bank
6337,Intern,Geoweb3d
6338,Team Lead & C/C++ Software Developer,BitDefender
6339,C/C++ Software Developer,BitDefender
6340,Intern,BitDefender
6341,German Tutor,Worcester Polytechnic Institute
6342,Software Engineer Intern,"Carbon Black, Inc."
6343,Substitute Teacher,Eksjö Kommun
6344,Software Engineering Intern,Edge Case Research
6345,Software Engineering Intern,Chosen.fm
6346,Software Engineering Intern,"Antimatter Research, Inc."
6347,Principal Software Development Engineer,Microsoft
6348,Technical Advisor,"Reactor Media, Inc."
6349,Founder and CTO,"Reactor Media, Inc."
6350,"Software Engineer, Contractor",Volt Information Sciences
6351,"Software Engineer, Contractor","Deltix, inc"
6352,Extreme Blue Intern,IBM
6353,Software Engineer,SelfMade
6354,Teaching Fellow,Fullstack Academy of Code
6355,Software Engineer,"Boostit, Inc."
6356,Software Engineer,Flipboard Inc.
6357,Software Engineering Intern,Flipboard Inc.
6358,Software Engineering Intern,AMD
6359,Technical Specialist,BSI - Best Security Industries
6360,Lead Sales Associate,"Leslie's Poolmart, Inc."
6361,CIS 110 Teaching Assistant,University of Pennsylvania
6362,Machine Learning Research Intern,Geisinger
6363,Sales Engineer/Solutions Engineer,Google
6364,Software Development Intern,mYwindow Inc
6365,Intern,"Commtest, Inc"
6366,Software Development Intern,UHS
6367,Software Developer Intern,Epic
6368,Software Development Intern,Vanderbilt University
6369,Software Engineer,Instacart
6370,Founder & Software Engineer,Hormone Inc.
6371,Software Engineer,Vanguard
6372,Thesis Research,Princeton University
6373,Data Analysis Intern,SuperBIT Project
6374,Course Developer,Princeton University Undergraduate Physics
6375,Senior Software Engineer Manager,Microsoft
6376,"Junior Programmer, DDMAL Lab",McGill University
6377,IT Consultant,Fogarty Law Firm
6378,Web Developer,TUI Student Travel North America
6379,3D Artist,FA: Source Development Team
6380,Teaching Fellow for Computer Science 1,Harvard University
6381,Intern,New York State Supreme Court
6382,"Software Engineer, Crypto",Robinhood
6383,Head Of Design Department,Blockchain at Berkeley
6384,Blockchain Consultant,Blockchain at Berkeley
6385,"Software Engineer Intern, Self-Driving",Lyft 
6386,Research Assistant,Berkeley Artificial Intelligence Research
6387,Research Intern,University of Washington College of Engineering
6388,Software Engineer,Appian Corporation
6389,Software Engineering Intern,Appian Corporation
6390,Bluestone Analystics Cyber-Security Extern,Bluestone Analytics
6391,IT Development Program Intern,Genworth
6392,CS 1110 Teaching Assistant,University of Virginia
6393,Software Development Extern,Center for Open Science
6394,Manager,Swim Club Management Group
6395,Data Specialist,Scripps College
6396,"Intern, Member of Technical Staff",VMware
6397,Student,Google
6398,Head Course Assistant,Harvard Mathematics Department
6399,Software/Apps Team Intern,Animoto
6400,Intro to Computer Science Tutor,Harvard Bureau of Study Counsel
6401,"Founder, Lead Developer",qub Messenger
6402,Technology & Information Risk Intern,Morgan Stanley
6403,Enterprise Infrastructure Intern,Morgan Stanley
6404,Computing and Media Technology Student Technician,Brown University
6405,Student Cashier & Worker,Brown University
6406,MIT Sloan Research Assistant,MIT Sloan School of Management
6407,Intern,S&P Global Market Intelligence
6408,Business intern,NMBC Global
6409,Software Engineer - met@home,Personal Projects
6410,Software Engineer - relax.ly by pj3,Personal Projects
6411,Software Engineer - audib.ly,Personal Projects
6412,Studio Manager / Personal Assistant,CLAUDIA LI
6413,Receptionist,"The Row, LLC / Dualstar Entertainment Group"
6414,Software Engineer,Dataminr
6415,Software Engineering Intern,"Upraised Learning, PBC"
6416,Research Intern,"AT&T Labs, Inc."
6417,Research Intern,IBM
6418,Teaching Assistant,Lahore University of Management Sciences
6419,Research and Teaching Assistant,Columbia University in the City of New York
6420,Research and Teaching Assistant,Purdue University
6421,Research Assistant,University of Missouri
6425,Data Engineering Intern,Capital One
6426,Innovation Software Developer Intern,HP
6427,Technology Assistant,Friends Seminary
6428,Senior Software Engineer,foursquare
6429,Senior Software Engineer,Lookout
6430,Software Development Engineer,Microsoft Corporation
6431,Software Engineering Intern,Cisco Systems
6432,Principal Engineering Manager,Microsoft
6433,Principal SDE Lead,Microsoft
6434,Senior SDE Lead,Microsoft
6435,Software Development Engineer 2,Microsoft
6436,Student Fellow,Federation of Earth Science Informatics Partners
6437,Research Associate,Rensselaer Polytechnic Institute
6438,Research Assistant,Rensselaer Polytechnic Institute
6439,Research Intern,Microsoft
6440,Summer Student Fellow,Woods Hole Oceanographic Institution
6441,Darrin Foundation Summer Undergraduate Research Fellow,Rensselaer Polytechnic Institute
6442,Computer Science Teaching Assistant and TA Student Supervisor,Carnegie Mellon University
6443,Software Engineering Research Intern,Sandia National Laboratories
6444,Firmware Engineering Intern,Rand McNally
6445,Member of Technical Staff,Pure Storage
6446,Computer Science Undergraduate Teaching Assistant,Brown University
6447,Software Engineer,Dallas Quantum Devices
6448,Managing Software Engineer,ArtSciLab
6449,Full Stack Developer,ArtSciLab
6450,Delivery Engineering Intern,The New York Times
6451,Software Development Intern,Toyota Connected
6452,Full Stack Developer,Freelance
6453,Quantitative Developer,暨源信息科技
6454,Product Manager,盛趣信息技术（上海）有限公司
6455,Data Analyst,BNP Paribas
6456,Senior Software Engineer,Twitter
6457,Senior Software Engineer - Semantic Machines,Microsoft
6458,Software Engineer II - Semantic Machines,Microsoft
6459,Software Engineer II - M365 Commercial Experiences Group,Microsoft
6460,Software Engineer - Commercial Stores,Microsoft
6461,Undergraduate Research Assistant,Kansas State University
6462,Undergraduate Teaching Assistant,Kansas State University
6463,Software Engineering Intern,National Instruments
6464,Software Engineer,Savvy
6465,Software Engineer Intern,Comcast
6466,Research Intern,Queen's University Belfast
6467,Software Engineer Intern,WebXpress
6468,Teaching Assistant: Algorithms,University of Pennsylvania
6469,Teaching Assistant: Data Structures and Algorithms,University of Pennsylvania
6470,Outdoor Maintenance,Newton High School
6471,Intern,Amazon
6472,Software Development Engineer,Microsoft India
6473,Intern,Computer Science Corporation(CSC)
6474,Intern,"Indian Institute of Technology, Delhi"
6475,Software Engineer III,GitHub
6476,Software Engineer II,GitHub
6477,Software Engineer,GitHub
6478,Programming Team Member,University of Central Florida
6479,"Software Engineer, Intern",Square
6480,Student Ambassador,Google
6481,Google Jump,Google
6482,Research Intern,New York Institute of Technology
6483,Teacher's Assistant,University of Central Florida
6484,Software Engineer,PromoteIQ
6485,Software Engineer,indify
6486,Software Developer,Karhoo
6487,"Senior Software Engineer, Azure Cognitive Search",Microsoft
6488,"Software Engineer II, Azure Cognitive Search",Microsoft
6489,"Software Engineer, Azure Cognitive Search",Microsoft
6490,"Software Engineer, Microsoft University Hire Rotational Program (MACH)",Microsoft
6491,"Software Engineer Intern, Supply Chain Technology",Microsoft
6492,"Applications Developer Intern, Global Commercial Card",JPMorgan Chase & Co.
6493,IT Intern,Republic Services
6494,Software Engineering Intern,SkyWeaver
6495,Graduate Assistant,NYU Polytechnic School of Engineering
6496,Software Developer,TCS
6497,Software Developer Intern,eCN-India
6498,Software Engineer,Latch
6499,Software Developer,JudoAds
6500,Software Engineer,Aricent
6501,Server administrator (Part-time),"IIC, Delhi University"
6502,Software Engineer II,Amazon
6503,Software Engineer,Wunderkind
6504,Software Engineer Intern,Wunderkind
6505,Graduate Student,New York University
6506,Software Development Intern,DiligenceVault
6507,Software Engineer,Sony Mobile Communications
6508,SDE II,Microsoft
6509,SDET II,Microsoft
6510,Financial Services Representative,Teachers Federal Credit Union
6511,Financial Services Associate,New York Community Bank
6512,A/V Technician,Gordon Research Conferences
6513,"Software Engineer, Skype",Microsoft
6514,"Software Engineer, Skype Qik",Microsoft
6515,"Software Engineer, Microsoft Lync",Microsoft
6516,Graduate Research Assistant,Columbia University
6517,"SDET Intern, Microsoft Lync",Microsoft
6518,Software Engineer Intern,BlackBerry
6519,Software Engineer Intern,Bank of America Merrill Lynch
6520,Student Assistant,University of Washington
6521,Intern,NYC Human Resources Administration
6522,Intern,Nordstrom
6523,Intern,Tripwing
6524,Patient Care Associate,Apicha Community Health Center
6525,Certified Application Counselor (Community HealthCorps),AmeriCorps
6526,Intern - Refugee Resettlement Department,Catholic Charities of the Archdiocese of Galveston-Houston
6527,Gibbs Recreation and Wellness Center - Operations,Rice University
6528,Student Researcher,MD Anderson Cancer Center
6529,Intake Counselor | Tutor,The Door - A Center of Alternatives
6530,Lab Tech,Baylor College of Medicine
6531,English Teacher,AIESEC
6532,Lab Intern,Icahn School of Medicine at Mount Sinai
6533,President of Yale Students Immersive Media (YSIM),Yale University
6534,Software Engineer,Peloton Interactive
6535,Summer Physics Teaching Assistant,Horace Mann School
6536,Co-Founder and Co-President,Trip of a Lifetime
6537,Attendee,Out for Undergraduate Technology Conference
6538,Software Development Intern,The MathWorks
6539,Enterprise Service Intern,Federal Home Loan Bank of New York
6540,Software Engineer in Microsoft,Microsoft
6541,Internship of building ICO platform,Blockchain Tech Corp
6542,President,Association of Computer Science Undergraduates
6543,Director Of Corporate Relations,Association of Computer Science Undergraduates
6544,Web Development Lead,BigRed//Hacks
6545,Backend Developer,Cornell Resistance Racing
6546,Software Engineer Intern,"Venturi Astrolab, Inc."
6547,Software Engineer Intern,Schrödinger
6548,Marketing,StuyHacks
6549,Captain,Stuyvesant Zero Robotics
6550,Course Assistant,美国哥伦比亚大学
6551,Software Engineering Intern,谷歌
6552,Thesis Student,北京大学
6553,Teaching Assistant,北京大学
6554,SDE Intern,Amazon
6555,Software Engineer,Remee
6556,Associate Developer,Columbia Daily Spectator
6557,Artificial Intelligence Intern,Asan Medical Center (AMC) | Medical Imaging and Intelligence Reality Lab (MI2RL)
6558,Research Intern,Seoul National University | AlzLab Biomedical Research Laboratory
6559,Founder and Software Engineer,ZION
6560,Software Engineer,Harris Corporation
6561,COO and Software Developer,7 Avenue Media
6562,Systems Engineer Co-op,IBM
6563,Software Engineer Co-op,Boeing
6564,Software Engineer Intern,Virginia Tech
6565,Software Engineer Intern,GE Healthcare
6566,Associate Market Research Analyst,Engineering For Kids of North Alabama
6567,Research Assistant ,Computer Graphics and User Interfaces Lab at Columbia University 
6568,Software Engineer and Advisor,InSenth Inc.
6569,Corporate Experience Engineer Intern,PTC
6570,Course Assistant (Data Structures in Java),Columbia University in the City of New York
6571,Software Engineer Intern,Meta Co.
6572,Data Scientist (Research Assistant),Stanford University
6573,Software Engineer Intern,Trifacta
6574,Software Engineer/Product Manager Intern,Microsoft
6575,Research Assistant,Indiana University School of Medicine
6576,Research Presenter,American Chemical Society
6577,Head Teaching Assistant,Brown University Computer Science
6578,Bioinformatics Intern,"Johns Hopkins University, Center for Computational Biology"
6579,Undergraduate Teaching Assistant,Brown University Computer Science
6580,Summer Engineering Program,Duke University
6581,Research Assistant,Cornell University Department of Computer Science
